+------------+--------+-------------+----------+
| tournament | player | prize_money | position |
|      10427 |    204 |        NULL |        1 |
|      10427 |    301 |        NULL |        3 |
|      10428 |    179 |        NULL |        2 |
|      10428 |    202 |        NULL |        1 |
|      10429 |    268 |        NULL |        1 |
|      10429 |    346 |        NULL |        3 |
|      10429 |    349 |        NULL |        2 |
|      10430 |    199 |        NULL |        1 |
|      10430 |    346 |        NULL |        3 |
|      10430 |    363 |        NULL |        2 |
|      10431 |     95 |        NULL |        1 |
|      10431 |    388 |        NULL |        2 |
|      10431 |    409 |        NULL |        3 |
|      10432 |    252 |        NULL |        3 |
|      10432 |    372 |        NULL |        1 |
|      10432 |    404 |        NULL |        2 |
|      10433 |     72 |        NULL |        1 |
|      10433 |    159 |        NULL |        2 |
|      10433 |    336 |        NULL |        3 |
|      10434 |     26 |        NULL |        1 |
|      10434 |    118 |        NULL |        3 |
|      10434 |    202 |        NULL |        2 |
|      10435 |    270 |        NULL |        1 |
|      10435 |    290 |        NULL |        3 |
|      10435 |    348 |        NULL |        2 |
|      10436 |     95 |        NULL |        1 |
|      10436 |    152 |        NULL |        2 |
|      10436 |    204 |        NULL |        3 |
|      10437 |     95 |        NULL |        3 |
|      10437 |    111 |        NULL |        2 |
|      10437 |    118 |        NULL |        1 |
|      10438 |     95 |        NULL |        1 |
|      10438 |    275 |        NULL |        2 |
|      10438 |    349 |        NULL |        3 |
|      10439 |     41 |        NULL |        1 |
|      10439 |    210 |        NULL |        3 |
|      10439 |    320 |        NULL |        2 |
|      10440 |     26 |        NULL |        1 |
|      10440 |    193 |        NULL |        2 |
|      10441 |     95 |        NULL |        3 |
|      10441 |    152 |        NULL |        2 |
|      10441 |    162 |        NULL |        1 |
|      10444 |    202 |        NULL |        1 |
|      10444 |    559 |        NULL |        2 |
|      10453 |    246 |        NULL |        1 |
|      10453 |    260 |        NULL |        2 |
|      10455 |    191 |        NULL |        1 |
|      10455 |    241 |        NULL |        3 |
|      10455 |    336 |        NULL |        2 |
|      10456 |     96 |        NULL |        2 |
|      10456 |    202 |        NULL |        3 |
|      10456 |    240 |        NULL |        1 |
|      10461 |     26 |        NULL |        1 |
|      10465 |     15 |        NULL |        1 |
|      10507 |    172 |        NULL |        1 |
|      10508 |    273 |        NULL |        1 |
|      10509 |     41 |        NULL |        1 |
|      10524 |     19 |        NULL |        1 |
|      10525 |     41 |        NULL |        1 |
|      10542 |     10 |        NULL |       10 |
|      10542 |     26 |        NULL |        1 |
|      10542 |     41 |        NULL |        4 |
|      10542 |     83 |        NULL |       11 |
|      10542 |     95 |        NULL |        9 |
|      10542 |    123 |        NULL |        5 |
|      10542 |    140 |        NULL |       13 |
|      10542 |    144 |        NULL |       15 |
|      10542 |    150 |        NULL |       14 |
|      10542 |    151 |        NULL |        2 |
|      10542 |    162 |        NULL |        8 |
|      10542 |    172 |        NULL |        7 |
|      10542 |    187 |        NULL |       12 |
|      10542 |    199 |        NULL |        3 |
|      10542 |    227 |        NULL |       16 |
|      10631 |     27 |        NULL |        2 |
|      10631 |    170 |        NULL |        3 |
|      10631 |    261 |        NULL |        1 |
|      10753 |     72 |        NULL |        1 |
|      10754 |    274 |        NULL |        1 |
|      10755 |     95 |        NULL |        1 |
|      10756 |     53 |        NULL |        1 |
|      10757 |     95 |        NULL |        1 |
|      10758 |     88 |        NULL |        1 |
|      10759 |     95 |        NULL |        1 |
|      10760 |     53 |        NULL |        1 |
|      10761 |     95 |        NULL |        1 |
|      10762 |     95 |        NULL |        1 |
|      10763 |     72 |        NULL |        1 |
|      10764 |     53 |        NULL |        1 |
|      10818 |     38 |        NULL |        2 |
|      10818 |    117 |        NULL |        1 |
|      10842 |     15 |        NULL |        1 |
|      10844 |     26 |        NULL |        1 |
|      10846 |     26 |        NULL |        1 |
|      10848 |     15 |        NULL |        1 |
|      10850 |     26 |        NULL |        1 |
|      10855 |    111 |        NULL |        1 |
|      10857 |     26 |        NULL |        1 |
|      10860 |    237 |        NULL |        1 |
|      10863 |    149 |        NULL |       12 |
|      10863 |    170 |        NULL |        2 |
|      10863 |    221 |        NULL |       15 |
|      10863 |    235 |        NULL |        4 |
|      10863 |    243 |        NULL |        1 |
|      10863 |    244 |        NULL |        5 |
|      10863 |    261 |        NULL |       10 |
|      10863 |    282 |        NULL |        6 |
|      10863 |    295 |        NULL |        3 |
|      10863 |    344 |        NULL |        7 |
|      10863 |    468 |        NULL |       16 |
|      10863 |    469 |        NULL |       11 |
|      10863 |    511 |        NULL |        8 |
|      10863 |    572 |        NULL |       14 |
|      10863 |    610 |        NULL |       13 |
|      10863 |    665 |        NULL |        9 |
|      10870 |      1 |        NULL |        7 |
|      10870 |      4 |        NULL |        1 |
|      10870 |      6 |        NULL |       16 |
|      10870 |     14 |        NULL |       13 |
|      10870 |     20 |        NULL |        8 |
|      10870 |     28 |        NULL |        9 |
|      10870 |     32 |        NULL |       15 |
|      10870 |     35 |        NULL |       14 |
|      10870 |     43 |        NULL |       11 |
|      10870 |     46 |        NULL |        4 |
|      10870 |     66 |        NULL |        3 |
|      10870 |     74 |        NULL |        2 |
|      10870 |    207 |        NULL |       12 |
|      10884 |    159 |        NULL |        3 |
|      10884 |    179 |        NULL |        1 |
|      10884 |    301 |        NULL |        2 |
|      10890 |     10 |        NULL |        3 |
|      10890 |     41 |        NULL |        2 |
|      10890 |    172 |        NULL |        1 |
|      10891 |    152 |        NULL |        1 |
|      10892 |    164 |        NULL |        1 |
|      10893 |     52 |        NULL |        1 |
|      10894 |    202 |        NULL |        1 |
|      10895 |    131 |        NULL |        1 |
|      10896 |    193 |        NULL |        1 |
|      10897 |    188 |        NULL |        1 |
|      10898 |    140 |        NULL |        1 |
|      10899 |    227 |        NULL |        1 |
|      10900 |     26 |        NULL |        1 |
|      10901 |    210 |        NULL |        1 |
|      10902 |    172 |        NULL |        1 |
|      10903 |    159 |        NULL |        1 |
|      10904 |     83 |        NULL |        1 |
|      10905 |     41 |        NULL |        1 |
|      10906 |     10 |        NULL |        1 |
|      10913 |    172 |        NULL |        2 |
|      10913 |    200 |        NULL |        1 |
|      10913 |    250 |        NULL |        4 |
|      10913 |    525 |        NULL |        3 |
|      10914 |    179 |        NULL |        2 |
|      10914 |    200 |        NULL |        1 |
|      10914 |    224 |        NULL |        4 |
|      10914 |    469 |        NULL |        3 |
|      10915 |    316 |        NULL |        4 |
|      10915 |    418 |        NULL |        2 |
|      10915 |    603 |        NULL |        1 |
|      10915 |   1015 |        NULL |        3 |
|      10916 |     26 |        NULL |        1 |
|      10916 |    230 |        NULL |        2 |
|      10916 |    335 |        NULL |        3 |
|      10917 |    123 |        NULL |        4 |
|      10917 |    208 |        NULL |        3 |
|      10917 |    282 |        NULL |        1 |
|      10918 |    151 |        NULL |        2 |
|      10918 |    172 |        NULL |        3 |
|      10918 |    202 |        NULL |        4 |
|      10918 |    301 |        NULL |        1 |
|      10919 |    151 |        NULL |        2 |
|      10919 |    282 |        NULL |        1 |
|      10920 |     41 |        NULL |        1 |
|      10920 |     89 |        NULL |        4 |
|      10920 |    139 |        NULL |        3 |
|      10920 |    325 |        NULL |        2 |
|      10921 |     89 |        NULL |        1 |
|      10921 |    193 |        NULL |        2 |
|      10921 |    351 |        NULL |        3 |
|      11081 |     66 |        NULL |        1 |
|      11081 |   2211 |        NULL |        2 |
|      11086 |    103 |        NULL |        3 |
|      11086 |    153 |        NULL |        1 |
|      11086 |    192 |        NULL |        2 |
|      11086 |    228 |        NULL |        4 |
|      11106 |     10 |        NULL |        4 |
|      11106 |    123 |        NULL |        3 |
|      11106 |    156 |        NULL |        2 |
|      11106 |    265 |        NULL |        1 |
|      11107 |    118 |        NULL |        3 |
|      11107 |    123 |        NULL |        2 |
|      11107 |    164 |        NULL |        1 |
|      11107 |    296 |        NULL |        4 |
|      11108 |     58 |        NULL |        3 |
|      11108 |    139 |        NULL |        1 |
|      11108 |    187 |        NULL |        2 |
|      11108 |    227 |        NULL |        4 |
|      11109 |    172 |        NULL |        3 |
|      11109 |    200 |        NULL |        4 |
|      11109 |    261 |        NULL |        1 |
|      11110 |    140 |        NULL |        1 |
|      11110 |    151 |        NULL |        2 |
|      11110 |    180 |        NULL |        4 |
|      11110 |    301 |        NULL |        3 |
|      11111 |     83 |        NULL |        1 |
|      11111 |    221 |        NULL |        4 |
|      11112 |    127 |        NULL |        1 |
|      11112 |    184 |        NULL |        2 |
|      11112 |    296 |        NULL |        3 |
|      11112 |    343 |        NULL |        4 |
|      11113 |     56 |        NULL |        2 |
|      11113 |    116 |        NULL |        3 |
|      11113 |    199 |        NULL |        4 |
|      11113 |    383 |        NULL |        1 |
|      11114 |     19 |        NULL |        4 |
|      11114 |     26 |        NULL |        3 |
|      11114 |     56 |        NULL |        2 |
|      11114 |    127 |        NULL |        1 |
|      11115 |     56 |        NULL |        1 |
|      11115 |    172 |        NULL |        3 |
